cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
81_1047509,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,INVALID,Larga,INVALID,INVALID,INVALID
81_1047512,INVALID,INVALID,INVALID,Punto Fino,INVALID,Alto/Envolvente,INVALID,Larga,INVALID,INVALID,INVALID
81_1047819,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Larga,INVALID,INVALID,INVALID
81_1047861,INVALID,INVALID,INVALID,INVALID,INVALID,Button Down,Slim,Larga,INVALID,INVALID,INVALID
81_1047965,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1047982,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1048255,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1048410,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,INVALID,INVALID
81_1048412,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Larga,INVALID,INVALID,INVALID
81_1048416,INVALID,INVALID,INVALID,Punto Fino,INVALID,Halter,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1048417,INVALID,INVALID,INVALID,INVALID,Medio,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1048420,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,INVALID
81_1048435,INVALID,INVALID,INVALID,Punto Fino,INVALID,Halter,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1048450,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1048469,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1048476,INVALID,INVALID,INVALID,INVALID,Medio,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1048494,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,Regular Waist,INVALID
81_1048498,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,INVALID
81_1048511,INVALID,INVALID,INVALID,INVALID,Medio,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1048515,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Corta,INVALID,INVALID,INVALID
81_1048526,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1048554,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Push Up,INVALID,INVALID,Low Waist,INVALID
81_1048556,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Slim,Tirante Fino,INVALID,INVALID,INVALID
81_1048557,INVALID,INVALID,INVALID,INVALID,INVALID,Mao,Regular,Larga,INVALID,INVALID,INVALID
81_1048558,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Mom,INVALID,INVALID,High Waist,INVALID
81_1048566,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Larga,INVALID,INVALID,INVALID
81_1048571,INVALID,INVALID,INVALID,INVALID,INVALID,Mao,Regular,Larga,INVALID,INVALID,INVALID
81_1048581,INVALID,INVALID,INVALID,INVALID,Medio,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1048598,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1048617,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Larga,INVALID,INVALID,INVALID
81_1048635,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Slim,Tirante Fino,INVALID,INVALID,INVALID
81_1048636,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1048640,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1048647,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Mom,INVALID,INVALID,High Waist,INVALID
81_1048655,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,INVALID
81_1048664,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,INVALID
81_1048665,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Slim,Tirante Fino,INVALID,INVALID,INVALID
81_1048666,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1048691,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Slim,Tirante Fino,INVALID,INVALID,INVALID
81_1048692,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,Larga,INVALID,INVALID,INVALID
81_1048706,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,INVALID
81_1048727,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Mom,INVALID,INVALID,High Waist,INVALID
81_1048801,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1048803,INVALID,INVALID,INVALID,Punto Fino,INVALID,Halter,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1048804,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Corta,INVALID,INVALID,INVALID
81_1048813,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slouchy,INVALID,INVALID,Ajustable/Goma,INVALID
81_1048839,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1048843,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,INVALID
81_1048865,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,High Waist,INVALID
81_1048870,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,INVALID
81_1048873,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Mom,INVALID,INVALID,High Waist,INVALID
81_1048881,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,INVALID,INVALID
81_1048912,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Regular,INVALID,INVALID,INVALID,INVALID
81_1048931,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1048983,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,INVALID
81_1049006,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Push Up,INVALID,INVALID,Low Waist,INVALID
81_1049011,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1049035,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Regular Waist,INVALID
81_1049082,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1049143,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1049180,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1049196,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1049224,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,Larga,INVALID,INVALID,INVALID
81_1049364,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,Recto,Corta,INVALID,INVALID,INVALID
81_1049388,INVALID,Cuello,INVALID,Punto Fino,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,INVALID
81_1049417,INVALID,INVALID,INVALID,INVALID,Midi,Caja,Evase,Corta,INVALID,INVALID,INVALID
81_1049420,INVALID,INVALID,INVALID,INVALID,INVALID,Polo,Regular,Larga,INVALID,INVALID,INVALID
81_1049449,INVALID,INVALID,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1049467,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1049553,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Regular,Larga,INVALID,INVALID,INVALID
81_1049566,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1049596,INVALID,Sin cierre,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1049630,INVALID,Cuello,INVALID,Punto Fino,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,INVALID
81_1049665,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,INVALID,Corta,INVALID,INVALID,INVALID
81_1049697,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,INVALID,INVALID,INVALID,INVALID,INVALID
81_1049699,INVALID,Cuello,INVALID,Punto Fino,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,INVALID
81_1049728,INVALID,INVALID,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1049732,INVALID,Cuello,INVALID,Punto Fino,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,INVALID
81_1049741,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Larga,INVALID,INVALID,INVALID
81_1049770,INVALID,INVALID,INVALID,Punto Fino,INVALID,Regular,INVALID,Corta,INVALID,INVALID,INVALID
81_1049773,INVALID,Cuello,INVALID,Punto Fino,INVALID,Redondo,INVALID,Larga,INVALID,INVALID,INVALID
81_1049834,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Mom,INVALID,INVALID,High Waist,INVALID
81_1049903,INVALID,INVALID,INVALID,INVALID,Corto,Camisero,Recto,Larga,INVALID,INVALID,INVALID
81_1049963,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1050012,INVALID,INVALID,INVALID,Punto Fino,Largo,INVALID,Acampanado/Flare,INVALID,INVALID,High Waist,INVALID
81_1050025,INVALID,INVALID,INVALID,Punto Fino,Largo,Pico,Recto,Larga,INVALID,INVALID,INVALID
81_1050031,INVALID,Sin cierre,INVALID,Punto Medio,INVALID,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1050051,INVALID,INVALID,INVALID,Punto Medio,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1050130,INVALID,INVALID,INVALID,Punto Medio,INVALID,Pico,Recto,Larga,INVALID,INVALID,INVALID
81_1050239,INVALID,INVALID,INVALID,Punto Fino,Largo,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1050299,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050300,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050301,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050307,INVALID,Sin cierre,INVALID,INVALID,INVALID,INVALID,INVALID,Larga,INVALID,INVALID,INVALID
81_1050314,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050327,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050336,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050361,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050366,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050378,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050402,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050411,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050419,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050428,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050429,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Larga,INVALID,INVALID,INVALID
81_1050442,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050459,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050473,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050478,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050481,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050492,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050493,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050502,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050514,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Larga,INVALID,INVALID,INVALID
81_1050526,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050533,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050537,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050548,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050564,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1050568,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050572,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050575,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050623,INVALID,INVALID,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050636,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050679,INVALID,INVALID,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050692,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,INVALID
81_1050697,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1050700,INVALID,INVALID,INVALID,INVALID,INVALID,Capucha,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050706,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050710,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,Ajustable/Goma,INVALID
81_1050727,INVALID,INVALID,INVALID,INVALID,INVALID,Chimenea,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050747,INVALID,INVALID,INVALID,INVALID,INVALID,Chimenea,INVALID,INVALID,INVALID,INVALID,INVALID
81_1050776,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1050954,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Corta,INVALID,INVALID,INVALID
81_1050971,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Corta,INVALID,INVALID,INVALID
81_1050972,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1050979,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Corta,INVALID,INVALID,INVALID
81_1050994,INVALID,INVALID,INVALID,INVALID,Crop,Mao,Slim,INVALID,INVALID,INVALID,INVALID
81_1051008,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,Recto,Corta,INVALID,INVALID,INVALID
81_1051025,INVALID,Sin cierre,INVALID,INVALID,INVALID,Capucha,INVALID,Larga,INVALID,INVALID,INVALID
81_1051026,INVALID,INVALID,INVALID,INVALID,Midi,Caja,Recto,Tirante Ancho,INVALID,INVALID,INVALID
81_1051033,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051047,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,Recto,Corta,INVALID,INVALID,INVALID
81_1051050,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,High Waist,INVALID
81_1051060,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,Corta,INVALID,INVALID,INVALID
81_1051148,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1051492,INVALID,INVALID,INVALID,INVALID,Corto,Camisero,Recto,Corta,INVALID,INVALID,INVALID
81_1051533,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,5 Bolsillos,INVALID,INVALID,INVALID,INVALID
81_1051566,INVALID,INVALID,INVALID,Punto Fino,Midi,Pico,INVALID,Corta,INVALID,INVALID,INVALID
81_1051599,INVALID,Sin cierre,INVALID,Punto Medio,INVALID,Pico,Recto,Larga,INVALID,INVALID,INVALID
81_1051634,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051637,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,Recto,Larga,INVALID,INVALID,INVALID
81_1051647,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051659,INVALID,Sin cierre,INVALID,Punto Medio,INVALID,Pico,Recto,Larga,INVALID,INVALID,INVALID
81_1051668,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051683,INVALID,INVALID,INVALID,Punto Medio,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1051686,INVALID,Sin cierre,INVALID,Punto Fino,Largo,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1051713,INVALID,INVALID,INVALID,Punto Medio,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1051714,INVALID,INVALID,INVALID,Punto Fino,Midi,Pico,INVALID,Corta,INVALID,INVALID,INVALID
81_1051719,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,Recto,Larga,INVALID,INVALID,INVALID
81_1051722,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1051729,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051730,INVALID,INVALID,INVALID,Punto Fino,INVALID,Pico,Recto,Tirante Ancho,INVALID,INVALID,INVALID
81_1051737,INVALID,INVALID,INVALID,Punto Grueso,Crop,Escotado,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1051750,INVALID,Sin cierre,INVALID,Punto Fino,Largo,INVALID,Recto,Larga,INVALID,INVALID,INVALID
81_1051776,INVALID,INVALID,INVALID,Punto Fino,INVALID,Pico,Recto,Tirante Ancho,INVALID,INVALID,INVALID
81_1051779,INVALID,INVALID,INVALID,INVALID,Crop,Camisero,Recto,Corta,INVALID,INVALID,INVALID
81_1051782,INVALID,INVALID,INVALID,INVALID,INVALID,Regular,Slim,Larga,INVALID,INVALID,INVALID
81_1051785,INVALID,INVALID,INVALID,Punto Fino,INVALID,Escotado,Recto,Tirante Fino,INVALID,INVALID,INVALID
81_1051878,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051924,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051950,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1051977,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052016,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052029,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052072,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052122,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052152,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052174,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052175,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052189,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052249,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052303,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1052347,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1052353,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1052357,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1052365,INVALID,INVALID,INVALID,INVALID,INVALID,Chimenea,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052386,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1052387,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1052400,INVALID,INVALID,INVALID,INVALID,INVALID,Chimenea,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052408,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052415,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1052443,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,High Waist,INVALID
81_1052487,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1052536,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,INVALID,INVALID
81_1052553,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1052563,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Palazzo,INVALID,INVALID,High Waist,INVALID
81_1052586,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1052653,INVALID,INVALID,INVALID,Punto Fino,INVALID,Regular,INVALID,Corta,INVALID,INVALID,INVALID
81_1052654,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slouchy,INVALID,INVALID,High Waist,INVALID
81_1052671,INVALID,INVALID,INVALID,Punto Fino,INVALID,Pico,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1052683,INVALID,INVALID,INVALID,Punto Fino,INVALID,Regular,INVALID,Corta,INVALID,INVALID,INVALID
81_1052685,INVALID,INVALID,INVALID,Punto Fino,Corto,Pico,INVALID,Corta,INVALID,INVALID,INVALID
81_1052691,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Recto,INVALID,INVALID,High Waist,INVALID
81_1052718,INVALID,INVALID,INVALID,Punto Fino,INVALID,Pico,Slim,Tirante Ancho,INVALID,INVALID,INVALID
81_1052736,INVALID,INVALID,INVALID,Punto Fino,Corto,Pico,INVALID,Corta,INVALID,INVALID,INVALID
81_1052772,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052797,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,Corta,INVALID,INVALID,INVALID
81_1052824,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1052852,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1052864,INVALID,INVALID,INVALID,INVALID,INVALID,Hawaiano/Bowling,Regular,Corta,INVALID,INVALID,INVALID
81_1052957,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,INVALID,Corta,INVALID,INVALID,INVALID
81_1052965,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,INVALID,INVALID,INVALID,Ajustable/Goma,INVALID
81_1052974,INVALID,INVALID,INVALID,Punto Fino,INVALID,Caja,INVALID,Corta,INVALID,INVALID,INVALID
81_1053166,INVALID,INVALID,INVALID,INVALID,Corto,INVALID,INVALID,Tirante Ancho,INVALID,INVALID,INVALID
81_1053324,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,High Waist,INVALID
81_1053354,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Culotte,INVALID,INVALID,High Waist,INVALID
81_1053397,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1053415,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Skinny,INVALID,INVALID,Regular Waist,INVALID
81_1053417,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1053419,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1053452,INVALID,INVALID,INVALID,INVALID,Largo,INVALID,Push Up,INVALID,INVALID,Low Waist,INVALID
81_1053474,INVALID,INVALID,INVALID,INVALID,Standard,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1053482,INVALID,INVALID,INVALID,INVALID,Crop,INVALID,Slim,INVALID,INVALID,INVALID,INVALID
81_1053762,INVALID,INVALID,Plano,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID
81_1053806,INVALID,Sin cierre,INVALID,INVALID,INVALID,INVALID,INVALID,Larga,INVALID,INVALID,INVALID
81_1053815,INVALID,INVALID,INVALID,INVALID,INVALID,Caja,INVALID,INVALID,INVALID,INVALID,INVALID
